"PID","PE","Relationship_Type","Relationship","Orientation","Emotion","Valence","Type","Frequency","Connection"
33,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,0
33,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
33,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
33,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
33,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1
33,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-1
33,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-1
33,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,0
33,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0
33,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,-1
33,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,-1
33,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1
33,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1
34,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,1
34,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,1
34,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0
34,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,0
34,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,1
34,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,1
34,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1
34,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
34,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,1
34,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,1
34,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2
34,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2
34,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,1
34,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,1
34,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
34,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
34,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-1
34,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
34,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
34,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
34,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,-1
34,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,-1
34,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
34,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
34,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-1
34,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,-1
34,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,-1
34,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,-1
34,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,0
34,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,0
34,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,-1
34,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,-1
35,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,-1
35,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
35,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1
35,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,1
35,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
35,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
35,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
35,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
35,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1
35,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1
35,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,2
35,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,2
35,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
35,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
35,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2
35,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
35,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA
35,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
35,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
35,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
35,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
35,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
35,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,0
35,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,0
35,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,NA
35,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
35,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
35,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0
35,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
35,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
35,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
35,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
36,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,NA
36,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
36,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",0,NA
36,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",0,NA
36,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
36,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
36,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",1,0
36,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",1,0
36,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1
36,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1
36,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,0
36,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,0
36,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,-1
36,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-1
36,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,1
36,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,1
36,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA
36,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
36,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",0,NA
36,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",0,NA
36,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
36,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
36,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",0,NA
36,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",0,NA
36,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,NA
36,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
36,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
36,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
36,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
36,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
36,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,0
36,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",1,0
37,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,NA
37,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
37,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,2
37,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,2
37,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
37,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
37,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,2
37,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2
37,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,NA
37,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",0,NA
37,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,2
37,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,2
37,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
37,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
37,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
37,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
37,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1
37,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
37,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,2
37,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,2
37,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
37,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
37,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,2
37,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,2
37,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
37,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
37,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,-1
37,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,-1
37,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,-2
37,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,-2
37,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
37,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
38,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
38,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
38,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1
38,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
38,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
38,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
38,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
38,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
38,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1
38,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1
38,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1
38,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1
38,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
38,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
38,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
38,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
38,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1
38,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
38,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1
38,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1
38,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
38,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
38,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
38,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
38,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
38,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
38,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
38,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
38,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
38,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
38,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
38,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
39,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
39,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
39,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,2
39,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,2
39,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,1
39,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,1
39,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
39,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2
39,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,0
39,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0
39,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2
39,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2
39,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,1
39,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,1
39,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
39,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
39,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,0
39,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,0
39,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1
39,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,1
39,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
39,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
39,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
39,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
39,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,0
39,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,0
39,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
39,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0
39,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
39,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
39,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1
39,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1
40,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,NA
40,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
40,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0
40,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,0
40,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
40,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
40,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,0
40,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",1,0
40,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",3,0
40,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,0
40,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,0
40,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,0
40,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,0
40,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,0
40,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,0
40,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",1,0
40,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,0
40,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,0
40,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0
40,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
40,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
40,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
40,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,0
40,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,0
40,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,NA
40,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
40,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,NA
40,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
40,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
40,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
40,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,NA
40,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",0,NA
41,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
41,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
41,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",4,2
41,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,2
41,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,NA
41,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
41,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
41,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2
41,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2
41,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-2
41,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2
41,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,2
41,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,0
41,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,0
41,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2
41,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
41,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-2
41,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-2
41,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,2
41,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,2
41,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,-1
41,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,-1
41,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",4,2
41,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,2
41,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-1
41,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-1
41,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
41,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0
41,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,-1
41,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,-1
41,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1
41,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1
42,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
42,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
42,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,1
42,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,1
42,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,NA
42,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
42,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,1
42,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
42,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1
42,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1
42,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,0
42,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,0
42,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",4,-1
42,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,-1
42,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,1
42,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,1
42,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-1
42,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
42,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
42,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,0
42,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",3,-1
42,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",3,-1
42,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",4,1
42,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
42,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",3,0
42,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,0
42,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,NA
42,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
42,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",2,0
42,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",2,0
42,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,-1
42,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",3,-1
43,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,NA
43,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
43,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1
43,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
43,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
43,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
43,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
43,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2
43,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,NA
43,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",0,NA
43,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,2
43,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2
43,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,2
43,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",3,2
43,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
43,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
43,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA
43,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
43,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0
43,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,0
43,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
43,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
43,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
43,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1
43,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-2
43,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,-2
43,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
43,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
43,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,0
43,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,0
43,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
43,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
44,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
44,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
44,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
44,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
44,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
44,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
44,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
44,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
