"PID","PE","Relationship_Type","Relationship","Orientation","Emotion","Valence","Type","Frequency","Connection"
5,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,1
5,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,-1
5,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,-1
5,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
5,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2
5,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2
5,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-2
5,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1
5,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1
5,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,-1
5,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-1
5,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
5,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
5,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1
5,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
5,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
5,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
5,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,NA
5,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
5,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
5,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1
5,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,NA
5,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
5,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,-1
5,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,-1
5,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,-1
5,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,-1
5,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
5,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
6,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
6,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
6,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1
6,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
6,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,NA
6,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
6,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
6,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
6,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,1
6,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,1
6,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,2
6,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2
6,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
6,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
6,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",NA,2
6,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
6,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-1
6,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",3,-1
6,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0
6,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
6,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,0
6,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",2,0
6,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
6,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
6,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-1
6,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",3,-1
6,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,-1
6,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,-1
6,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",2,0
6,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",2,0
6,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",3,0
6,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
7,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
7,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
7,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",0,NA
7,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",0,NA
7,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
7,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
7,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,0
7,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,0
7,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,0
7,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,0
7,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",0,NA
7,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",0,NA
7,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
7,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
7,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
7,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
7,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-2
7,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",2,-2
7,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",0,NA
7,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",0,NA
7,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
7,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
7,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",0,NA
7,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",0,NA
7,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-2
7,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,-2
7,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
7,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
7,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
7,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
7,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",0,NA
7,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",0,NA
8,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,1
8,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,1
8,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1
8,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,1
8,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1
8,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1
8,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,2
8,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2
8,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,2
8,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,2
8,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,2
8,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,2
8,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,2
8,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,2
8,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
8,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
8,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,0
8,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",2,0
8,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,1
8,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,1
8,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",2,1
8,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",2,1
8,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,0
8,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,0
8,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
8,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
8,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
8,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
8,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
8,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
8,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
8,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
9,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
9,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
9,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0
9,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,0
9,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
9,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
9,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
9,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
9,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0
9,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0
9,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,0
9,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,0
9,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,-1
9,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-1
9,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,1
9,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",2,1
9,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-2
9,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-2
9,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,-1
9,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,-1
9,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,-2
9,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,-2
9,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",1,-1
9,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,-1
9,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
9,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
9,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,-2
9,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,-2
9,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,-2
9,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,-2
9,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,-2
9,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",1,-2
10,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA
10,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
10,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,0
10,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,0
10,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,NA
10,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
10,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
10,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,1
10,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2
10,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-2
10,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,2
10,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,2
10,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,NA
10,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
10,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
10,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
10,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,NA
10,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
10,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
10,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,0
10,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
10,"Expression","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
10,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,0
10,"Expression","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,0
10,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,NA
10,"Expression","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
10,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,NA
10,"Expression","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
10,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
10,"Expression","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
10,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,NA
10,"Expression","Transactional","Stranger","Engaging","Respect","Positive","Expression",0,NA
11,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
11,"Expression","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
11,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0
11,"Expression","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,0
11,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,0
11,"Expression","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,0
11,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,0
11,"Expression","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,0
11,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1
11,"Expression","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1
11,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,0
11,"Expression","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,0
11,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA
11,"Expression","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA
11,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,0
11,"Expression","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,0
11,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
11,"Expression","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
11,"Expression","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
