"PID","PE","Relationship_Type","Relationship","Orientation","Emotion","Valence","Type","Frequency","Connection"
258,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",2,1
258,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,1
258,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
258,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
258,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
258,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
258,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2
258,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0
258,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0
258,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2
258,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2
258,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,-2
258,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-2
258,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
258,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
258,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
258,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
258,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1
258,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1
258,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
258,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
258,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
258,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,1
258,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
258,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
258,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",3,-1
258,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,-1
258,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
258,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
258,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",3,0
258,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",4,0
259,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA
259,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
259,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,1
259,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,1
259,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
259,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
259,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
259,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
259,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,NA
259,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",0,NA
259,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1
259,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1
259,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,-1
259,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-1
259,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
259,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
259,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
259,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
259,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
259,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
259,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
259,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
259,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
259,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
259,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-1
259,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-1
259,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
259,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
259,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
259,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
259,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,NA
259,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",0,NA
260,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA
260,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
260,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,1
260,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,1
260,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1
260,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,1
260,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",1,1
260,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",1,1
260,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0
260,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0
260,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1
260,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,1
260,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1
260,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1
260,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,1
260,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,1
260,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
260,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
260,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0
260,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
260,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
260,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
260,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",1,1
260,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,1
260,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,0
260,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,0
260,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,0
260,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
260,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
260,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
260,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",1,1
260,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",1,1
261,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,1
261,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,1
261,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
261,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
261,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1
261,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1
261,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1
261,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
261,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,1
261,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,1
261,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1
261,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1
261,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1
261,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1
261,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,1
261,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",2,1
261,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,1
261,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,1
261,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1
261,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1
261,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,1
261,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,1
261,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
261,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
261,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,1
261,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,1
261,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,1
261,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,1
261,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,1
261,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,1
261,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",3,1
261,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",3,1
262,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA
262,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA
262,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
262,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
262,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA
262,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA
262,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1
262,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
262,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1
262,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1
262,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1
262,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1
262,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1
262,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1
262,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2
262,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,2
262,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
262,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
262,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
262,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
262,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,-1
262,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,-1
262,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
262,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
262,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
262,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
262,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,0
262,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0
262,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
262,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
262,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
262,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
263,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,1
263,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",2,1
263,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1
263,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,1
263,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,1
263,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,1
263,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
263,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
263,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1
263,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1
263,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,1
263,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,1
263,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1
263,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,1
263,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
263,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
263,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,0
263,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,0
263,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0
263,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
263,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
263,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
263,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
263,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1
263,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
263,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
263,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA
263,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA
263,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
263,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
263,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,-1
263,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,-1
264,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
264,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
264,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,2
264,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,2
264,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1
264,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1
264,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
264,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1
264,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0
264,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0
264,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,1
264,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,1
264,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1
264,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1
264,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2
264,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,2
264,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-2
264,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-2
264,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,1
264,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1
264,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",2,-2
264,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,-2
264,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
264,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1
264,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
264,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
264,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
264,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
264,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,0
264,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,0
264,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
264,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
265,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
265,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
265,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
265,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1
265,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1
265,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1
265,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1
265,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1
265,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1
265,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1
265,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1
265,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1
265,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,0
265,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,0
265,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,2
265,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,2
265,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA
265,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
265,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1
265,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1
265,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,0
265,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,0
265,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1
265,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1
265,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-1
265,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-1
265,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0
265,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0
265,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,NA
265,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
265,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0
265,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0
266,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0
266,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0
266,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0
266,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,0
266,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,0
266,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,0
266,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,0
266,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,0
266,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0
266,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0
266,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,0
266,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,0
266,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,0
266,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,0
266,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
266,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
266,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA
266,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA
266,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0
266,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0
266,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA
266,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA
266,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",4,0
266,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,0
266,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2
266,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2
266,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,-1
266,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,-1
266,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA
266,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA
266,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",3,0
266,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",3,0
267,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1
267,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1
267,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1
267,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,1
267,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,1
267,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,1
267,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1
267,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,1
267,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",3,-2
267,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",3,-2
267,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,0
267,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,0
267,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",3,-1
267,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",3,-1
267,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,2
267,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",2,2
267,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,-1
267,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1
267,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1
267,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1
267,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,0
267,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,0
267,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1
267,"Perception","Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,1
267,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA
267,"Perception","Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA
267,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,1
267,"Perception","Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,1
267,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,-1
267,"Perception","Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,-1
267,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Experience",3,1
267,"Perception","Transactional","Stranger","Engaging","Respect","Positive","Expression",3,1
268,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,1
268,"Perception","Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,1
268,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,2
268,"Perception","Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,2
268,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1
268,"Perception","Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1
268,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2
268,"Perception","Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2
268,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",0,2
268,"Perception","Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,2
268,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,2
268,"Perception","Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,2
268,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,2
268,"Perception","Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,2
268,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2
268,"Perception","Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2
268,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,1
268,"Perception","Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",2,1
268,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,1
268,"Perception","Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,1
268,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,1
268,"Perception","Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,1
