"PID","Relationship_Type","Relationship","Orientation","Emotion","Valence","Type","Frequency","Connection","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Relationship_Status","Income","Education","Race","Race_9_TEXT","Ladder_Community_1_x","Ladder_Community_1_y","Ladder_Community"
147,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,35,1,NA,2,5,4,"3",NA,225,149,"Region #6"
147,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,35,1,NA,2,5,4,"3",NA,225,149,"Region #6"
147,"Transactional","Stranger","Engaging","Respect","Positive","Experience",3,1,4,35,1,NA,2,5,4,"3",NA,225,149,"Region #6"
147,"Transactional","Stranger","Engaging","Respect","Positive","Expression",3,1,4,35,1,NA,2,5,4,"3",NA,225,149,"Region #6"
148,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,-1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",3,-1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,0,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",3,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",3,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",4,-2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",4,-2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",4,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",4,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",2,-2,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",4,0,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",4,0,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,-1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",2,-1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,NA,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",3,0,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,0,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",2,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",2,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Engaging","Respect","Positive","Experience",1,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
148,"Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1,4,23,1,NA,2,5,2,"7",NA,136,275,"Other"
149,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",2,-1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,-1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",3,-1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",3,-1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",2,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",2,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",2,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",2,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,-2,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",3,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,0,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Engaging","Respect","Positive","Experience",2,1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
149,"Transactional","Stranger","Engaging","Respect","Positive","Expression",2,1,4,39,2,NA,4,6,6,"7",NA,191,217,"Region #4"
150,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Close Friend","Engaging","Respect","Positive","Expression",2,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",3,NA,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,1,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,1,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Engaging","Respect","Positive","Experience",1,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
150,"Transactional","Stranger","Engaging","Respect","Positive","Expression",1,0,4,37,2,NA,4,3,2,"4,7",NA,143,252,"Region #3"
151,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",2,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,NA,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",1,0,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Engaging","Respect","Positive","Experience",1,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
151,"Transactional","Stranger","Engaging","Respect","Positive","Expression",1,1,4,46,2,NA,4,5,4,"7",NA,149,256,"Region #3"
152,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,-1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",4,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,-1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,2,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
152,"Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0,4,26,2,NA,4,7,6,"7",NA,228,172,"Other"
153,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",2,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Close Friend","Engaging","Respect","Positive","Expression",4,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",4,-1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",4,-1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,-2,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,-1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,-1,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",1,0,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",2,0,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Engaging","Respect","Positive","Experience",2,0,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
153,"Transactional","Stranger","Engaging","Respect","Positive","Expression",2,0,4,54,2,NA,4,7,8,"7",NA,239,105,"Region #8"
154,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,-1,4,27,2,NA,2,6,8,"7",NA,212,116,"Region #7"
154,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",2,-1,4,27,2,NA,2,6,8,"7",NA,212,116,"Region #7"
154,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",3,1,4,27,2,NA,2,6,8,"7",NA,212,116,"Region #7"
154,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,27,2,NA,2,6,8,"7",NA,212,116,"Region #7"
154,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,0,4,27,2,NA,2,6,8,"7",NA,212,116,"Region #7"
154,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,0,4,27,2,NA,2,6,8,"7",NA,212,116,"Region #7"
