"PID","Relationship_Type","Relationship","Orientation","Emotion","Valence","Type","Frequency","Connection","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Relationship_Status","Income","Education","Race","Race_9_TEXT","Ladder_Community_1_x","Ladder_Community_1_y","Ladder_Community"
101,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,2,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",4,2,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,1,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,1,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Engaging","Respect","Positive","Experience",4,2,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
101,"Transactional","Stranger","Engaging","Respect","Positive","Expression",4,2,4,32,2,NA,4,7,4,"7",NA,189,188,"Region #5"
102,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",1,-2,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",2,-2,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",1,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,-1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",1,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",1,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,-1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,-1,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Engaging","Respect","Positive","Experience",1,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
102,"Transactional","Stranger","Engaging","Respect","Positive","Expression",1,0,4,44,1,NA,2,5,5,"5,7",NA,NA,NA,NA
103,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",2,-1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Close Friend","Engaging","Respect","Positive","Experience",2,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Close Friend","Engaging","Respect","Positive","Expression",2,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-2,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-2,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",1,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,-1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,-1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",2,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,0,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",1,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",1,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",2,-2,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",2,-2,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,0,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Engaging","Respect","Positive","Experience",1,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
103,"Transactional","Stranger","Engaging","Respect","Positive","Expression",1,1,4,37,2,NA,2,7,8,"7",NA,138,216,"Region #4"
104,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Close Friend","Engaging","Respect","Positive","Experience",4,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Close Friend","Engaging","Respect","Positive","Expression",4,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",1,-1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",1,-1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",2,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",2,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",2,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",2,1,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Engaging","Respect","Positive","Experience",4,0,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
104,"Transactional","Stranger","Engaging","Respect","Positive","Expression",3,0,4,38,2,NA,2,4,8,"3",NA,191,169,"Other"
105,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,-1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",1,-1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",1,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",1,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Close Friend","Engaging","Respect","Positive","Experience",4,2,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Close Friend","Engaging","Respect","Positive","Expression",4,2,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",3,1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",3,1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",2,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",2,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",3,1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",3,1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",1,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",1,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",1,0,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",3,1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Engaging","Respect","Positive","Experience",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
105,"Transactional","Stranger","Engaging","Respect","Positive","Expression",0,NA,4,44,2,NA,2,4,5,"4",NA,199,153,"Region #6"
106,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",2,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",2,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Close Friend","Engaging","Respect","Positive","Experience",3,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,-2,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,-2,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,-1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,-1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",1,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",1,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",2,0,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",2,0,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",2,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",2,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",1,0,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",1,0,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Engaging","Respect","Positive","Experience",1,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
106,"Transactional","Stranger","Engaging","Respect","Positive","Expression",1,1,4,45,2,NA,4,5,2,"7",NA,181,187,"Region #5"
107,"Communal","Close Friend","Disengaging","Anger","Negative","Experience",0,NA,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Close Friend","Disengaging","Anger","Negative","Expression",0,NA,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Close Friend","Disengaging","Pride","Positive","Experience",4,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Close Friend","Disengaging","Pride","Positive","Expression",3,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Close Friend","Engaging","Guilt","Negative","Experience",1,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Close Friend","Engaging","Guilt","Negative","Expression",1,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Close Friend","Engaging","Respect","Positive","Experience",2,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Close Friend","Engaging","Respect","Positive","Expression",3,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Disengaging","Anger","Negative","Experience",2,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Disengaging","Anger","Negative","Expression",2,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Disengaging","Pride","Positive","Experience",4,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Disengaging","Pride","Positive","Expression",4,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Engaging","Guilt","Negative","Experience",1,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Engaging","Guilt","Negative","Expression",1,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Engaging","Respect","Positive","Experience",4,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Communal","Romantic Partner","Engaging","Respect","Positive","Expression",4,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Experience",1,-1,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Disengaging","Anger","Negative","Expression",4,-1,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Experience",3,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Disengaging","Pride","Positive","Expression",3,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Experience",1,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Engaging","Guilt","Negative","Expression",1,2,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Experience",4,1,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Classmate/Colleague","Engaging","Respect","Positive","Expression",3,1,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Stranger","Disengaging","Anger","Negative","Experience",0,NA,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Stranger","Disengaging","Anger","Negative","Expression",0,NA,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Stranger","Disengaging","Pride","Positive","Experience",3,0,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Stranger","Disengaging","Pride","Positive","Expression",3,0,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Stranger","Engaging","Guilt","Negative","Experience",0,NA,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Stranger","Engaging","Guilt","Negative","Expression",0,NA,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
107,"Transactional","Stranger","Engaging","Respect","Positive","Experience",4,1,4,42,1,NA,4,7,8,"7",NA,243,60,"Region #9"
