"PID","RP_Hurt_Experience","RP_Hurt_Expression","RP_Hurt_Conn_Recall","RP_Hurt_Dist_Recall","RP_Hurt_Afrm_Recall","RP_Hurt_Conn_Hyp","RP_Hurt_Dist_Hyp","RP_Hurt_Afrm_Hyp","RP_Hurt_Want","RP_Joys_Experience","RP_Joys_Expression","RP_Joys_Conn_Recall","RP_Joys_Dist_Recall","RP_Joys_Afrm_Recall","RP_Joys_Conn_Hyp","RP_Joys_Dist_Hyp","RP_Joys_Afrm_Hyp","RP_Joys_Want","RP_Love_Experience","RP_Love_Expression","RP_Love_Conn_Recall","RP_Love_Dist_Recall","RP_Love_Afrm_Recall","RP_Love_Conn_Hyp","RP_Love_Dist_Hyp","RP_Love_Afrm_Hyp","RP_Love_Want","RP_Sadn_Experience","RP_Sadn_Expression","RP_Sadn_Conn_Recall","RP_Sadn_Dist_Recall","RP_Sadn_Afrm_Recall","RP_Sadn_Conn_Hyp","RP_Sadn_Dist_Hyp","RP_Sadn_Afrm_Hyp","RP_Sadn_Want","CF_Hurt_Experience","CF_Hurt_Expression","CF_Hurt_Conn_Recall","CF_Hurt_Dist_Recall","CF_Hurt_Afrm_Recall","CF_Hurt_Conn_Hyp","CF_Hurt_Dist_Hyp","CF_Hurt_Afrm_Hyp","CF_Hurt_Want","CF_Joys_Experience","CF_Joys_Expression","CF_Joys_Conn_Recall","CF_Joys_Dist_Recall","CF_Joys_Afrm_Recall","CF_Joys_Conn_Hyp","CF_Joys_Dist_Hyp","CF_Joys_Afrm_Hyp","CF_Joys_Want","CF_Love_Experience","CF_Love_Expression","CF_Love_Conn_Recall","CF_Love_Dist_Recall","CF_Love_Afrm_Recall","CF_Love_Conn_Hyp","CF_Love_Dist_Hyp","CF_Love_Afrm_Hyp","CF_Love_Want","CF_Sadn_Experience","CF_Sadn_Expression","CF_Sadn_Conn_Recall","CF_Sadn_Dist_Recall","CF_Sadn_Afrm_Recall","CF_Sadn_Conn_Hyp","CF_Sadn_Dist_Hyp","CF_Sadn_Afrm_Hyp","CF_Sadn_Want","CC_Hurt_Experience","CC_Hurt_Expression","CC_Hurt_Conn_Recall","CC_Hurt_Dist_Recall","CC_Hurt_Afrm_Recall","CC_Hurt_Conn_Hyp","CC_Hurt_Dist_Hyp","CC_Hurt_Afrm_Hyp","CC_Hurt_Want","CC_Joys_Experience","CC_Joys_Expression","CC_Joys_Conn_Recall","CC_Joys_Dist_Recall","CC_Joys_Afrm_Recall","CC_Joys_Conn_Hyp","CC_Joys_Dist_Hyp","CC_Joys_Afrm_Hyp","CC_Joys_Want","CC_Love_Experience","CC_Love_Expression","CC_Love_Conn_Recall","CC_Love_Dist_Recall","CC_Love_Afrm_Recall","CC_Love_Conn_Hyp","CC_Love_Dist_Hyp","CC_Love_Afrm_Hyp","CC_Love_Want","CC_Sadn_Experience","CC_Sadn_Expression","CC_Sadn_Conn_Recall","CC_Sadn_Dist_Recall","CC_Sadn_Afrm_Recall","CC_Sadn_Conn_Hyp","CC_Sadn_Dist_Hyp","CC_Sadn_Afrm_Hyp","CC_Sadn_Want","SS_Hurt_Experience","SS_Hurt_Expression","SS_Hurt_Conn_Recall","SS_Hurt_Dist_Recall","SS_Hurt_Afrm_Recall","SS_Hurt_Conn_Hyp","SS_Hurt_Dist_Hyp","SS_Hurt_Afrm_Hyp","SS_Hurt_Want","SS_Joys_Experience","SS_Joys_Expression","SS_Joys_Conn_Recall","SS_Joys_Dist_Recall","SS_Joys_Afrm_Recall","SS_Joys_Conn_Hyp","SS_Joys_Dist_Hyp","SS_Joys_Afrm_Hyp","SS_Joys_Want","SS_Love_Experience","SS_Love_Expression","SS_Love_Conn_Recall","SS_Love_Dist_Recall","SS_Love_Afrm_Recall","SS_Love_Conn_Hyp","SS_Love_Dist_Hyp","SS_Love_Afrm_Hyp","SS_Love_Want","SS_Sadn_Experience","SS_Sadn_Expression","SS_Sadn_Conn_Recall","SS_Sadn_Dist_Recall","SS_Sadn_Afrm_Recall","SS_Sadn_Conn_Hyp","SS_Sadn_Dist_Hyp","SS_Sadn_Afrm_Hyp","SS_Sadn_Want","Attn_Check_Never","Attn_Check_Much","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Income","Education","Race","Race_9_TEXT","Community_1_x","Community_1_y","Community"
288,"3","3","3","3","3",NA,NA,NA,"3","1","1","2","1","2",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"2","3","1","2","2","2",NA,NA,NA,"2","4","3","2","3","3",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","5","2","4","49","2",NA,"7","3","7",NA,"245","86","Region #8"
281,"5","5",NA,NA,NA,"2","2","3","2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"2","2","1","2","4","3","2","2","2",NA,NA,NA,"2","1","1","1","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","1","1","2","2","2",NA,NA,NA,"1","3","3","2","3","3",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"4","4","4","3","3","3",NA,NA,NA,"3","5","2","4","36","2",NA,"7","5","7",NA,"214","147","Region #6"
98,"3","3","3","4","4",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","4","3","3",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"4","4","3","5","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","4","4","3","3","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"2","2","2","3","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","3","3","3","3","2","2","2",NA,NA,NA,"2","5","2","4","61","2",NA,"4","4","7",NA,"183","158","Region #6"
85,"5","5",NA,NA,NA,"4","4","4","5","2","3","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"1","5","5",NA,NA,NA,"4","4","3","5","1","1","2","2","1",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","5","3","3","3","3","3",NA,NA,NA,"2","4","5",NA,NA,NA,"2","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"5","5","5","5","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"2","5","2","4","39","2",NA,"6","5","3",NA,NA,NA,NA
208,"3","3","3","2","3",NA,NA,NA,"2","1","1","2","2","1",NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","3","4","2","2","3",NA,NA,NA,"3","2","3","2","1","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","3","3",NA,"3","3",NA,NA,NA,"3","3","4","2","3","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","4","3","2","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","3","4","4","4","3","2","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","4","4","4",NA,NA,NA,"5","5","2","4","33","1",NA,"7","6","7",NA,"239","124","Region #7"
356,"4","4","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","3","3","3","2","2","2",NA,NA,NA,"1","4","5",NA,NA,NA,"2","2","2","3","3","3","2","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"4","4","4","4","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","4","4","3","3","3","2","3",NA,NA,NA,"2","5","2","4","31","1",NA,"6","6","7",NA,"173","187","Region #5"
327,"4","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","5","5","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","3","3","5","5","2","4","22","2",NA,"5","3","7",NA,"121","216","Other"
306,"4","2","2","3","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","4","3","2","2","2",NA,NA,NA,"2","5","3","2","3","2",NA,NA,NA,"3","2","2","2","1","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","3","3","3","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","3","4","4","3","3","3",NA,NA,NA,"5","5","5",NA,NA,NA,"5","5","3","5","4","5",NA,NA,NA,"4","3","3","3","5","5",NA,NA,NA,"2","2","3","5","3","5",NA,NA,NA,"2","2","3","4","5","2","4","22","2",NA,"1","5","2",NA,"160","218","Region #4"
83,"1","1","2","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"3","1","1","2","2","2",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"1","3","2","2","2","3",NA,NA,NA,"2","2","4","4","4","3",NA,NA,NA,"3","2","2","2","1","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","4","3","5","4","4",NA,NA,NA,"4","2","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","5","2","4","32","2",NA,"6","4","7",NA,NA,NA,NA
109,"3","4","4","4","3",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","3","2","2","2",NA,NA,NA,"2","3","4","4","4","4",NA,NA,NA,"4","2","3","2","2","2",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","4","4","4","4","4",NA,NA,NA,"3","3","4","2","2","2",NA,NA,NA,"2","4","4","3","3","4",NA,NA,NA,"3","4","4","2","2","3",NA,NA,NA,"2","4","5",NA,NA,NA,"5","5","5","5","3","3","3","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","3","4","2","2","2",NA,NA,NA,"2","5","2","4","30","2",NA,"5","5","7",NA,"115","248","Region #3"
290,"3","3","1","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","2",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","3","1","1","1","1",NA,NA,NA,"1","1","1","1","2","1",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"2","4","4","3","3","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","3","3","2","3","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","5","2","4","51","1",NA,"7","2","7",NA,"248","100","Region #8"
8,"4","4","2","1","1",NA,NA,NA,"2","3","1","2","3","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","4","2","3","3",NA,NA,NA,"3","4","4","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","3","4","3","3","3",NA,NA,NA,"4","3","4","3","3","3",NA,NA,NA,"3","4","5",NA,NA,NA,"3","3","3","4","4","5",NA,NA,NA,"2","2","2","5","2","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","4","4","2","3","2",NA,NA,NA,"3","5","2","4","34","2",NA,"5","3","7",NA,"171","153","Other"
194,"3","4","4","4","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","4","3","5","4","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","2","5","5",NA,NA,NA,"5","5","5","3","3","3","3","3","3",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"5","5","5","5","3","3","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"3","5","2","4","51","2",NA,"5","5","7",NA,NA,NA,NA
118,"4","4","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","1","2",NA,NA,NA,"1","4","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","4","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","3","4","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","4","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","5","4","5",NA,NA,NA,"3","3","4","4","5","5",NA,NA,NA,"3","3","4","5","4","5",NA,NA,NA,"4","3","4","4","5","2","4","39","2",NA,"5","2","7",NA,"175","153","Region #6"
111,"4","2","1","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","3","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","2","3","2","2","2",NA,NA,NA,"1","3","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","3","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","3","3","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","3","4","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","5","4","5",NA,NA,NA,"3","3","3","5","5","2","4","35","2",NA,"6","2","7",NA,NA,NA,NA
2,"4","4","2","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","3","3","2","2",NA,NA,NA,"3","3","2","2","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","4","3","3","2","1","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","3","3","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","5","5","3","3","2","3","3",NA,NA,NA,"2","5","2","4","44","2",NA,"7","5","7",NA,"217","84","Region #8"
6,"4","4","1","2","2",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","2","2",NA,NA,NA,"1","4","3","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","3","4","1","1","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"1","4","4","2","2","1",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"3","5","4","3","2","3",NA,NA,NA,"4","3","3","3","2","3",NA,NA,NA,"2","5","2","4","61","1",NA,"3","5","7",NA,"215","124","Region #7"
173,"3","3","4","4","3",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"2","3","2","2","1","1",NA,NA,NA,"2","4","4","4","3","3",NA,NA,NA,"2","2","1","2","2","3",NA,NA,NA,"2","2","1","1","1","1",NA,NA,NA,"1","2","1","2","2","1",NA,NA,NA,"1","3","4","4","4","4",NA,NA,NA,"4","2","2","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","3","3","2","2","3",NA,NA,NA,"2","4","5",NA,NA,NA,"3","4","3","4","4","5",NA,NA,NA,"2","2","3","3","5","5",NA,NA,NA,"3","4","5","5","3","4","2","2","3",NA,NA,NA,"2","5","2","4","27","3",NA,"1","11","1,7",NA,"138","251","Region #3"
104,"3","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","4","4","4","4","4",NA,NA,NA,"4","2","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","4","4","4",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"2","3","4","5","5","5",NA,NA,NA,"5","4","4","3","3","3",NA,NA,NA,"3","4","5",NA,NA,NA,"2","2","3","4","3","5",NA,NA,NA,"3","2","2","3","5","2","4","37","2",NA,"6","6","7",NA,"225","155","Region #6"
217,"3","3","3","4","4",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","5",NA,NA,NA,"4","4","5","4","1","2","1","1","1",NA,NA,NA,"1","2","4","1","2","1",NA,NA,NA,"2","2","2","2","2","1",NA,NA,NA,"1","3","5",NA,NA,NA,"4","4","4","4","3","3","1","1","2",NA,NA,NA,"1","4","5",NA,NA,NA,"2","2","3","4","2","3","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"4","4","4","3","4","5",NA,NA,NA,"2","2","4","3","5","5",NA,NA,NA,"3","3","3","5","3","5",NA,NA,NA,"3","3","4","4","5","2","4","37","2",NA,"2","6","2",NA,"138","203","Region #4"
235,"4","3","2","2","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","1","1","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","4","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"1","3","4","3","4","4",NA,NA,NA,"4","2","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","5","5","3",NA,NA,NA,"4","3","4","2","2","3",NA,NA,NA,"3","4","5",NA,NA,NA,"3","2","3","3","4","3","2","3","3",NA,NA,NA,"2","5","2","4","47","2",NA,"7","4","3",NA,"148","221","Region #4"
61,"4","3","4","4","4",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","1","1","1",NA,NA,NA,"2","4","4","2","1","2",NA,NA,NA,"2","4","4","4","4","3",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"4","3","3","3","4","5",NA,NA,NA,"4","3","4","4","5","5",NA,NA,NA,"5","5","5","5","4","5",NA,NA,NA,"4","3","4","3","5","2","4","35","1",NA,"6","3","7",NA,"189","191","Region #5"
105,"5","5",NA,NA,NA,"5","5","4","5","2","2","3","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","4","3","2","2","2",NA,NA,NA,"2","1","1","1","1","3",NA,NA,NA,"1","1","1","3","2","4",NA,NA,NA,"3","1","1","1","2","1",NA,NA,NA,"1","1","1","1","1","2",NA,NA,NA,"1","5","5",NA,NA,NA,"4","5","5","4","2","2","1","1","1",NA,NA,NA,"3","1","1","1","1","1",NA,NA,NA,"1","4","3","5","3","4",NA,NA,NA,"5","4","2","4","4","4",NA,NA,NA,"4","1","1","1","1","1",NA,NA,NA,"1","3","1","1","1","1",NA,NA,NA,"1","1","1","4","4","3",NA,NA,NA,"3","1","1","4","28","1",NA,"7","6","7",NA,"196","161","Region #6"
231,"4","4","3","3","4",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"2","2","2","1","2","1",NA,NA,NA,"1","1","2","1","2","1",NA,NA,NA,"1","3","2","2","2","2",NA,NA,NA,"1","3","3","3","3","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"4","4","4","4","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"3","5","2","4","30","2",NA,"6","5","7",NA,"262","127","Region #7"
177,"4","2","2","2","2",NA,NA,NA,"2","2","2","1","1","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"2","4","5",NA,NA,NA,"2","3","2","4","2","3","2","1","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"3","2","3","1","2","2",NA,NA,NA,"3","4","5",NA,NA,NA,"3","4","4","4","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","3","4","3","3","3",NA,NA,NA,"4","4","5",NA,NA,NA,"3","3","3","5","4","4","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"4","4","3","5","4","5",NA,NA,NA,"3","3","3","4","5","2","4","27","1",NA,"2","5","7",NA,"199","180","Region #5"
310,"3","4","2","2","2",NA,NA,NA,"4","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"4","5","5",NA,NA,NA,"3","3","3","4","1","1","1","1","1",NA,NA,NA,"1","1","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","2","4","5","5",NA,NA,NA,"3","4","3","4","1","1","1","1","1",NA,NA,NA,"1","2","2","1","2","1",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"4","2","2","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","3","4","2","2","2",NA,NA,NA,"4","5","2","4","36","1",NA,"2","4","4",NA,"105","276","Region #2"
84,"4","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","1","2","1","1","1",NA,NA,NA,"1","5","3","1","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","3","4","2","2","1",NA,NA,NA,"2","2","1","1","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","4","1","1","2","2","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","1","1","2","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"4","5","3","5","2","1","3","3","3",NA,NA,NA,"1","4","5",NA,NA,NA,"2","2","3","4","1","1","2","2","3",NA,NA,NA,"1","5","2","4","45","2",NA,"6","2","7",NA,"96","245","Other"
3,"4","3","4","4","3",NA,NA,NA,"3","1","1","1","3","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","3","2","4","2",NA,NA,NA,"2","2","4","3","3","2",NA,NA,NA,"3","2","5",NA,NA,NA,"3","3","2","2","3","2","2","1","2",NA,NA,NA,"2","2","2","3","2","5",NA,NA,NA,"4","3","2","3","3","1",NA,NA,NA,"4","3","3","3","3","4",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","3","3","4","3","4",NA,NA,NA,"3","3","4","3","3","3",NA,NA,NA,"2","3","2","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"3","3","3","3","3","4","4","3","4",NA,NA,NA,"2","5","2","4","23","2",NA,"5","3","4,7",NA,"159","100","Other"
116,"4","3","3","4","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","1","2","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"1","2","2","2","2","1",NA,NA,NA,"2","3","3","2","2","1",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"3","3","3","2","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","2","3","4","4","4","3","2","3",NA,NA,NA,"4","5","5",NA,NA,NA,"3","3","2","4","3","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","2","2","2",NA,NA,NA,"2","5","2","4","40","2",NA,"7","6","7",NA,"254","122","Region #7"
124,"3","3","4","4","4",NA,NA,NA,"3","3","3","3","2","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"4","2","2","3","3","2",NA,NA,NA,"2","4","4","5","5","5",NA,NA,NA,"4","2","3","2","2","2",NA,NA,NA,"1","3","3","2","2","3",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","4","5","4","2","2","2","2","2",NA,NA,NA,"1","3","4","3","3","3",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"3","3","3","5","2","2","3","3","3",NA,NA,NA,"1","5","5",NA,NA,NA,"5","5","5","5","3","3","4","3","3",NA,NA,NA,"1","5","2","4","56","2",NA,"7","5","7",NA,"272","89","Region #8"
