"PID","RP_Hurt_Experience","RP_Hurt_Expression","RP_Hurt_Conn_Recall","RP_Hurt_Dist_Recall","RP_Hurt_Afrm_Recall","RP_Hurt_Conn_Hyp","RP_Hurt_Dist_Hyp","RP_Hurt_Afrm_Hyp","RP_Hurt_Want","RP_Joys_Experience","RP_Joys_Expression","RP_Joys_Conn_Recall","RP_Joys_Dist_Recall","RP_Joys_Afrm_Recall","RP_Joys_Conn_Hyp","RP_Joys_Dist_Hyp","RP_Joys_Afrm_Hyp","RP_Joys_Want","RP_Love_Experience","RP_Love_Expression","RP_Love_Conn_Recall","RP_Love_Dist_Recall","RP_Love_Afrm_Recall","RP_Love_Conn_Hyp","RP_Love_Dist_Hyp","RP_Love_Afrm_Hyp","RP_Love_Want","RP_Sadn_Experience","RP_Sadn_Expression","RP_Sadn_Conn_Recall","RP_Sadn_Dist_Recall","RP_Sadn_Afrm_Recall","RP_Sadn_Conn_Hyp","RP_Sadn_Dist_Hyp","RP_Sadn_Afrm_Hyp","RP_Sadn_Want","CF_Hurt_Experience","CF_Hurt_Expression","CF_Hurt_Conn_Recall","CF_Hurt_Dist_Recall","CF_Hurt_Afrm_Recall","CF_Hurt_Conn_Hyp","CF_Hurt_Dist_Hyp","CF_Hurt_Afrm_Hyp","CF_Hurt_Want","CF_Joys_Experience","CF_Joys_Expression","CF_Joys_Conn_Recall","CF_Joys_Dist_Recall","CF_Joys_Afrm_Recall","CF_Joys_Conn_Hyp","CF_Joys_Dist_Hyp","CF_Joys_Afrm_Hyp","CF_Joys_Want","CF_Love_Experience","CF_Love_Expression","CF_Love_Conn_Recall","CF_Love_Dist_Recall","CF_Love_Afrm_Recall","CF_Love_Conn_Hyp","CF_Love_Dist_Hyp","CF_Love_Afrm_Hyp","CF_Love_Want","CF_Sadn_Experience","CF_Sadn_Expression","CF_Sadn_Conn_Recall","CF_Sadn_Dist_Recall","CF_Sadn_Afrm_Recall","CF_Sadn_Conn_Hyp","CF_Sadn_Dist_Hyp","CF_Sadn_Afrm_Hyp","CF_Sadn_Want","CC_Hurt_Experience","CC_Hurt_Expression","CC_Hurt_Conn_Recall","CC_Hurt_Dist_Recall","CC_Hurt_Afrm_Recall","CC_Hurt_Conn_Hyp","CC_Hurt_Dist_Hyp","CC_Hurt_Afrm_Hyp","CC_Hurt_Want","CC_Joys_Experience","CC_Joys_Expression","CC_Joys_Conn_Recall","CC_Joys_Dist_Recall","CC_Joys_Afrm_Recall","CC_Joys_Conn_Hyp","CC_Joys_Dist_Hyp","CC_Joys_Afrm_Hyp","CC_Joys_Want","CC_Love_Experience","CC_Love_Expression","CC_Love_Conn_Recall","CC_Love_Dist_Recall","CC_Love_Afrm_Recall","CC_Love_Conn_Hyp","CC_Love_Dist_Hyp","CC_Love_Afrm_Hyp","CC_Love_Want","CC_Sadn_Experience","CC_Sadn_Expression","CC_Sadn_Conn_Recall","CC_Sadn_Dist_Recall","CC_Sadn_Afrm_Recall","CC_Sadn_Conn_Hyp","CC_Sadn_Dist_Hyp","CC_Sadn_Afrm_Hyp","CC_Sadn_Want","SS_Hurt_Experience","SS_Hurt_Expression","SS_Hurt_Conn_Recall","SS_Hurt_Dist_Recall","SS_Hurt_Afrm_Recall","SS_Hurt_Conn_Hyp","SS_Hurt_Dist_Hyp","SS_Hurt_Afrm_Hyp","SS_Hurt_Want","SS_Joys_Experience","SS_Joys_Expression","SS_Joys_Conn_Recall","SS_Joys_Dist_Recall","SS_Joys_Afrm_Recall","SS_Joys_Conn_Hyp","SS_Joys_Dist_Hyp","SS_Joys_Afrm_Hyp","SS_Joys_Want","SS_Love_Experience","SS_Love_Expression","SS_Love_Conn_Recall","SS_Love_Dist_Recall","SS_Love_Afrm_Recall","SS_Love_Conn_Hyp","SS_Love_Dist_Hyp","SS_Love_Afrm_Hyp","SS_Love_Want","SS_Sadn_Experience","SS_Sadn_Expression","SS_Sadn_Conn_Recall","SS_Sadn_Dist_Recall","SS_Sadn_Afrm_Recall","SS_Sadn_Conn_Hyp","SS_Sadn_Dist_Hyp","SS_Sadn_Afrm_Hyp","SS_Sadn_Want","Attn_Check_Never","Attn_Check_Much","Age","Age_4_TEXT","Gender","Gender_5_TEXT","Income","Education","Race","Race_9_TEXT","Community_1_x","Community_1_y","Community"
349,"4","2","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","1","1","1","1",NA,NA,NA,"3","1","1","1","1","1",NA,NA,NA,"1","1","3","2","3","2",NA,NA,NA,"2","2","1","1","3","1",NA,NA,NA,"1","3","4","3","3","4",NA,NA,NA,"3","3","3","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","1","3","2","1","1",NA,NA,NA,"3","1","4","1","1","3",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"3","2","2","3","3","3",NA,NA,NA,"1","5","2","4","38","2",NA,"6","6","7",NA,"194","185","Region #5"
270,"1","1","2","1","2",NA,NA,NA,"2","1","1","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"1","4","2","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","3","4","1","2","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"4","3","3","3","2","2",NA,NA,NA,"2","3","4","3","3","2",NA,NA,NA,"3","3","3","3","3","2",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"4","3","3","3","3","3",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"3","4","3","2","3","2",NA,NA,NA,"2","5","2","4","22","2",NA,"6","13","3",NA,"165","187","Region #5"
330,"4","4","3","3","3",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"1","2","1","4","4","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","2","3","1","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"2","2","2","4","4","4","2","2","2",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","5","5","5","4","5",NA,NA,NA,"3","3","3","2","5","2","4","37","1",NA,"7","5","2",NA,"230","121","Region #7"
87,"3","2","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","3","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","3","1","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","4","5",NA,NA,NA,"2","4","4","5","3","1","1","1","1",NA,NA,NA,"1","4","5",NA,NA,NA,"2","5","5","5","3","3","2","2","5",NA,NA,NA,"2","3","5",NA,NA,NA,"5","5","5","5","4","4","3","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","5","4","4","2","2","3",NA,NA,NA,"3","5","2","4","30","1",NA,"6","5","7",NA,"170","218","Region #4"
141,"3","3","4","4","4",NA,NA,NA,"2","2","2","1","3","3",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","4","2","3","2",NA,NA,NA,"3","4","3","1","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","2","4","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"1","3","5",NA,NA,NA,"3","2","4","5","2","2","2","2","2",NA,NA,NA,"1","5","5",NA,NA,NA,"3","2","3","5","4","4","3","3","2",NA,NA,NA,"3","3","5",NA,NA,NA,"2","2","2","5","3","3","3","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","2","2","5","4","4","3","3","3",NA,NA,NA,"3","5","2","4","35","2",NA,"5","5","7",NA,"99","248","Other"
322,"4","4","4","4","4",NA,NA,NA,"4","2","2","1","1","1",NA,NA,NA,"1","1","3","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","4","5","2","2","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","3","3","2","1","2",NA,NA,NA,"2","4","5",NA,NA,NA,"5","5","5","5","4","4","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"4","4","4","4","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"5","5","5","5","4","4","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","4","5","4","4","2","2","2",NA,NA,NA,"2","5","2","4","31","2",NA,"7","5","7",NA,"237","126","Region #7"
40,"4","4","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"1","1","3","2","2","2",NA,NA,NA,"1","2","3","2","2","2",NA,NA,NA,"1","4","4","3","3","2",NA,NA,NA,"2","2","2","2","2","4",NA,NA,NA,"1","2","4","2","2","3",NA,NA,NA,"1","3","3","2","2","4",NA,NA,NA,"1","5","2","4","35","2",NA,"5","6","7",NA,"172","147","Region #6"
220,"4","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","2","2",NA,NA,NA,"2","3","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"5","2","2","2","2","1",NA,NA,NA,"1","2","4","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"5","5","2","4","27","2",NA,"7","6","3",NA,NA,NA,NA
29,"4","4","2","3","3",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","4","4","4","3",NA,NA,NA,"4","2","2","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","2","4","4",NA,NA,NA,"4","3","3","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","3","4","4","3","3",NA,NA,NA,"4","2","2","2","1","5",NA,NA,NA,"1","4","4","2","2","4",NA,NA,NA,"2","3","3","3","2","3",NA,NA,NA,"4","5","2","4","61","2",NA,"4","6","7",NA,"102","256","Other"
191,"4","4","2","1","2",NA,NA,NA,"3","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","2","1","1","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","1","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","4","4","4","4","4",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"3","3","3","2","2","3",NA,NA,NA,"4","5","5",NA,NA,NA,"4","4","4","4","4","4","3","3","3",NA,NA,NA,"3","5","5",NA,NA,NA,"4","4","4","5","4","4","3","3","3",NA,NA,NA,"4","5","2","4","38","1",NA,"4","5","4",NA,"146","219","Region #4"
230,"4","3","3","2","2",NA,NA,NA,"2","1","2","2","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","1","1","1","2",NA,NA,NA,"1","4","3","2","2","3",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","1","3","1","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"3","3","2","2","3","2",NA,NA,NA,"2","3","2","1","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","3","2","3",NA,NA,NA,"3","4","4","2","3","3",NA,NA,NA,"2","3","3","1","2","2",NA,NA,NA,"2","3","3","2","3","3",NA,NA,NA,"2","5","2","4","39","1",NA,"2","2","7",NA,"93","278","Region #2"
218,"1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","2","1",NA,NA,NA,"2","3","2","2","2","2",NA,NA,NA,"2","1","1","2","1","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","5","4","4","3","3",NA,NA,NA,"4","4","3","3","3","3",NA,NA,NA,"3","3","4","3","2","3",NA,NA,NA,"4","3","3","2","3","2",NA,NA,NA,"3","5","2","4","32","2",NA,"5","5","7,9",NA,"205","161","Region #6"
187,"4","4","2","3","2",NA,NA,NA,"1","1","1","1","2","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","3","3","3","5",NA,NA,NA,"2","2","3","2","5","5",NA,NA,NA,"3","3","3","2","5","5",NA,NA,NA,"3","2","3","2","4","4","3","2","3",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"4","3","3","4","4","4","2","2","2",NA,NA,NA,"2","5","2","4","27","2",NA,"4","4","4",NA,"188","186","Region #5"
76,"4","3","1","1","1",NA,NA,NA,"1","2","2","2","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","4","4","2","2","3",NA,NA,NA,"2","2","2","2","2","3",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","3","3","2","1","1",NA,NA,NA,"2","5","3","2","3","3",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","5",NA,NA,NA,"3","3","3","3","5","2","4","50","2",NA,"3","4","7",NA,"145","180","Other"
108,"3","3","4","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","1","2","2","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"2","2","1","2","2","2",NA,NA,NA,"1","1","1","2","2","2",NA,NA,NA,"1","1","2","2","2","1",NA,NA,NA,"1","4","5",NA,NA,NA,"4","4","4","5","3","3","3","2","2",NA,NA,NA,"2","4","4","3","2","2",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"2","4","5",NA,NA,NA,"5","4","4","5","4","4","3","2","3",NA,NA,NA,"2","4","4","4","4","4",NA,NA,NA,"3","3","4","3","2","3",NA,NA,NA,"2","5","2","4","29","2",NA,"5","3","7",NA,"177","189","Region #5"
120,"4","3","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","1","1","2","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","4","3","2","3","2",NA,NA,NA,"4","3","3","2","1","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","4","4","3","4","5",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","3","4","1","1","1",NA,NA,NA,"1","3","3","3","3","3",NA,NA,NA,"2","5","2","4","50","1",NA,"7","6","3",NA,"242","108","Other"
215,"3","3","2","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","3","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","2","3","2","2","1",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"1","3","3","2","2","1",NA,NA,NA,"1","4","4","2","2","1",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","2","2","1","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"4","4","3","2","2","3",NA,NA,NA,"2","4","5",NA,NA,NA,"3","3","4","3","4","3","3","2","3",NA,NA,NA,"3","5","2","4","63","1",NA,"3","2","7",NA,"159","158","Other"
165,"4","4","3","4","3",NA,NA,NA,"3","1","1","1","1","3",NA,NA,NA,"1","1","1","1","1","3",NA,NA,NA,"1","1","2","3","3","4",NA,NA,NA,"3","3","3","4","5","3",NA,NA,NA,"3","2","2","2","2","2",NA,NA,NA,"2","3","2","1","1","2",NA,NA,NA,"2","3","4","3","3","3",NA,NA,NA,"4","3","4","5","5","3",NA,NA,NA,"4","3","3","2","3","3",NA,NA,NA,"2","3","3","2","2","3",NA,NA,NA,"3","4","4","3","3","4",NA,NA,NA,"3","4","4","5","5","1",NA,NA,NA,"5","3","4","2","2","3",NA,NA,NA,"2","4","5",NA,NA,NA,"2","2","3","4","3","4","2","3","3",NA,NA,NA,"3","5","2","4","43","2",NA,"5","5","3",NA,"266","88","Region #8"
155,"4","4","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"1","4","4","3","3","3",NA,NA,NA,"2","1","1","2","2","2",NA,NA,NA,"1","2","2","2","2","1",NA,NA,NA,"1","3","2","2","2","2",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","3","3","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"4","3","3","3","3","3",NA,NA,NA,"3","4","5",NA,NA,NA,"2","3","3","4","2","3","2","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"2","2","4","4","3","3","2","3","3",NA,NA,NA,"2","5","2","4","57","2",NA,"5","3","7",NA,"159","193","Region #5"
58,"2","3","3","4","4",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"1","1","2","2","2","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"1","4","4","3","4","4",NA,NA,NA,"3","3","3","2","2","3",NA,NA,NA,"2","4","4","2","2","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"2","3","4","4","4","4",NA,NA,NA,"3","4","4","3","3","3",NA,NA,NA,"2","4","4","3","3","3",NA,NA,NA,"3","4","4","2","2","4",NA,NA,NA,"2","5","2","4","45","2",NA,"8","3","1,7",NA,"132","253","Region #3"
324,"2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","2","2","2","2","2",NA,NA,NA,"2","4","4","3","4","3",NA,NA,NA,"4","3","3","3","3","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","3","2","2","3",NA,NA,NA,"2","5","2","4","50","2",NA,"7","5","7",NA,"175","166","Region #6"
190,"3","3","2","2","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","3","3","1","2","2",NA,NA,NA,"1","3","3","1","2","2",NA,NA,NA,"4","1","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","1","2","2",NA,NA,NA,"4","4","4","2","2","2",NA,NA,NA,"4","3","3","2","2","2",NA,NA,NA,"1","2","4","1","1","1",NA,NA,NA,"4","3","3","1","3","3",NA,NA,NA,"1","4","5",NA,NA,NA,"1","5","5","5","2","3","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"1","3","4","1","5","4",NA,NA,NA,"4","5","2","4","45","2",NA,"5","4","1,3,7",NA,"164","204","Region #4"
245,"3","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","4","2","2","4","2",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2",NA,NA,NA,NA,"2","3","3","3","2","2",NA,NA,NA,"3","3","3","2","3","3",NA,NA,NA,"3","4","5",NA,NA,NA,"5","4","4","4","4","4","3","3","3",NA,NA,NA,"4","5","5",NA,NA,NA,"2","2","3","4","5","4","4","3","4",NA,NA,NA,"4","5","2","4","36","2",NA,"6","5","3",NA,"208","157","Region #6"
323,"3","2","2","2","3",NA,NA,NA,"2",NA,"1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","1","1","1","1",NA,NA,NA,"1","1","2","2","2","2",NA,NA,NA,"2",NA,"2","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","3","3","3","3","3",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"2","3","3","3","2","2",NA,NA,NA,"3","2","2","3","3","2",NA,NA,NA,"2","4","5",NA,NA,NA,"2","2","3","4","3","3","2","2","2",NA,NA,NA,"2","3","3","2","2","2",NA,NA,NA,"3","3","3","2","2","2",NA,NA,NA,"2","5","2","4","52","2",NA,"7","6","3",NA,"226","167","Region #6"
90,"3","3","1","1","1",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","2","2","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","5","5",NA,NA,NA,"2","2","2","3","2","1","2","1","2",NA,NA,NA,"1","3","3","2","2","2",NA,NA,NA,"2","3","3","1","1","1",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","3","3","3","2","2","2",NA,NA,NA,"2","5","2","4","30","2",NA,"5","2","4",NA,"161","185","Region #5"
337,"4","3","2","2","3",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","2","2","2","2","3",NA,NA,NA,"2","2","3","3","2","2",NA,NA,NA,"2","5","5",NA,NA,NA,"4","4","3","4","4","5",NA,NA,NA,"3","4","3","3","4","5",NA,NA,NA,"3","4","4","4","5","4","4","3","4",NA,NA,NA,"3","5","5",NA,NA,NA,"3","5","4","4","5","5",NA,NA,NA,"4","4","3","4","4","5",NA,NA,NA,"4","5","3","5",NA,"5",NA,NA,NA,"4","4","4","4","5","5",NA,NA,NA,"3","3","4","5","5","5",NA,NA,NA,"3","3","3","5","5","5",NA,NA,NA,"3","4","3","5","5","5",NA,NA,NA,"5","3","3","5","5","2","4","29","1",NA,"7","6","7",NA,NA,NA,NA
70,"3","4","4","4","4",NA,NA,NA,"3","2","3","1","1","1",NA,NA,NA,"2","1","2","1","1","1",NA,NA,NA,"1","3","3","1","1","1",NA,NA,NA,"2","4","5",NA,NA,NA,"2","2","2","3","2","2","1","1","2",NA,NA,NA,"1","3","4","1","1","1",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"2","4","5",NA,NA,NA,"5","5","5","5","3","3","2","2","2",NA,NA,NA,"2","3","4","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","4","4","4","4","4",NA,NA,NA,"4","4","4","2","2","3",NA,NA,NA,"2","4","5",NA,NA,NA,"3","4","4","4","4","4","2","2","2",NA,NA,NA,"2","5","2","4","45","2",NA,"7","5","7",NA,"242","126","Region #7"
103,"1","1","1","1","1",NA,NA,NA,"1","1","1","1",NA,"1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"3","2","2","3","3","3",NA,NA,NA,"1","1","1","1","1","1",NA,NA,NA,"1","2","2","2","2","2",NA,NA,NA,"2","3","4","5","5","5",NA,NA,NA,"5","3","3","2","2","2",NA,NA,NA,"1","4","3","3","3","3",NA,NA,NA,"2","1","1","2","1","1",NA,NA,NA,"1","5","2","4","38","2",NA,"5","6","7",NA,"181","161","Region #6"
15,"3","4","3","3","2",NA,NA,NA,"4","3","2","2","2","2",NA,NA,NA,"2","3","3","3","4","4",NA,NA,NA,"2","2","3","2","2","2",NA,NA,NA,"2","4","4","2","2","2",NA,NA,NA,"2","1","1","1","1","1",NA,NA,NA,"1","1","3","2","2","2",NA,NA,NA,"2","3","2","2","3","2",NA,NA,NA,"2","3","4","4","4","4",NA,NA,NA,"4","3","3","2","3","3",NA,NA,NA,"2","4","5",NA,NA,NA,"3","4","4","4","3","3","2","2","2",NA,NA,NA,"2","3","4","4","4","4",NA,NA,NA,"4","3","4","2","2","2",NA,NA,NA,"3","4","5",NA,NA,NA,"4","4","4","4","3","3","2","2","2",NA,NA,NA,"2","5","2","4","62","2",NA,"6","6","7",NA,"129","213","Region #4"
351,"3","4","3","3","3",NA,NA,NA,"2","2","2","2","2","1",NA,NA,NA,"1","1","2","2","2","2",NA,NA,NA,"1","4","4","2","2","2",NA,NA,NA,"1","4","4","3","4","4",NA,NA,NA,"3","2","3","2","2","2",NA,NA,NA,"1","3","4","2","2","2",NA,NA,NA,"2","3","3","3","3","2",NA,NA,NA,"2","4","5",NA,NA,NA,"3","4","3","4","3","3","2","3","2",NA,NA,NA,"2","4","5",NA,NA,NA,"3","3","3","4","4","3","3","3","2",NA,NA,NA,"2","4","4","2","3","3",NA,NA,NA,"4","4","4","2","2","3",NA,NA,NA,"2","5","5",NA,NA,NA,"3","3","3","4","4","4","3","3","3",NA,NA,NA,"4","5","2","4","30","2",NA,"1","5","7",NA,"98","245","Other"
